Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
1690,Harry Heilmann,1930,35,CIN,NL,142,539,459,79,153,43,6,19,91,64,4,50,1,15,,,2,4,0.333,0.416,0.577,0.993,*93H,1
1691,Earle Combs,1930,31,NYY,AL,137,617,532,129,183,30,22,7,82,74,0,26,0,11,,,16,10,0.344,0.424,0.523,0.947,789H,1
1692,Edd Roush,1921,28,CIN,NL,112,463,418,68,147,27,12,4,71,31,,8,5,9,,,19,17,0.352,0.403,0.502,0.906,*8/H,1
1693,Tris Speaker,1918,30,CLE,AL,127,553,471,73,150,33,11,0,61,64,,9,3,11,,,27,,0.319,0.403,0.435,0.839,*8,1
1694,Honus Wagner,1912,38,PIT,NL,145,634,558,91,181,35,20,7,101,59,,38,6,11,,,26,,0.324,0.395,0.496,0.891,*6/H,1
1695,Sam Crawford,1912,32,DET,AL,149,647,581,81,189,30,21,4,109,42,,32,2,19,,,42,13,0.325,0.373,0.47,0.843,*9/78H,1
1696,Johnny Evers,1908,26,CHC,NL,126,517,416,83,125,19,6,0,37,66,,14,5,22,,,36,,0.301,0.403,0.375,0.778,*4/H9,1
1697,Hughie Jennings,1895,26,BLN,NL,131,613,529,159,204,41,7,4,125,24,,17,32,28,,,53,,0.386,0.444,0.512,0.957,*6,1
1698,Buck Ewing,1887,27,NYG,NL,77,351,318,83,97,17,13,6,44,30,,33,3,,,,26,,0.305,0.37,0.497,0.867,54/2,1
1699,Josh Willingham,2012,33,MIN,AL,145,615,519,85,135,30,1,35,110,76,4,141,14,0,6,15,3,2,0.26,0.366,0.524,0.89,*7D/H,0
1700,Richard Hidalgo,2003,28,HOU,NL,141,585,514,91,159,43,4,28,88,58,8,104,8,0,5,10,9,7,0.309,0.385,0.572,0.957,*9/HD,0
1701,Tim Salmon,1993,24,CAL,AL,142,610,515,93,146,35,1,31,95,82,5,135,5,0,8,6,5,6,0.284,0.382,0.536,0.918,*9/8D,0
1702,Kal Daniels,1988,24,CIN,NL,140,589,495,95,144,29,1,18,64,87,10,94,3,0,4,11,27,6,0.291,0.397,0.463,0.86,*7/H,0
1703,Larry Sheets,1987,27,BAL,AL,135,508,469,74,148,23,0,31,94,31,1,67,3,0,5,16,1,1,0.316,0.358,0.563,0.921,79/HD3,0
1704,Willie Aikens,1981,26,KCR,AL,101,419,349,45,93,16,0,17,53,62,12,47,3,0,5,11,0,0,0.267,0.377,0.459,0.836,*3/H,0
1705,John Stone,1936,30,WSH,AL,123,500,437,95,149,22,11,15,90,60,1,26,0,3,,,8,0,0.341,0.421,0.545,0.965,*7H/9,0
1706,Danny Taylor,1933,32,BRO,NL,103,410,358,75,102,21,9,9,40,47,1,45,0,5,,8,11,6,0.285,0.368,0.469,0.837,*8H,0
1707,Cy Williams,1920,32,PHI,NL,148,643,590,88,192,36,10,15,72,32,,45,4,17,,,18,12,0.325,0.364,0.497,0.861,*8/H,0
1708,Happy Felsch,1920,28,CHW,AL,142,615,556,88,188,40,15,14,115,37,,25,4,16,,,8,13,0.338,0.384,0.54,0.923,*8,0
1709,Shoeless Joe Jackson,1917,29,CHW,AL,146,624,538,91,162,20,17,5,82,57,,25,7,19,,,13,,0.301,0.375,0.429,0.805,*79/H8,0
1710,Marty Kavanagh,1915,24,DET,AL,113,386,332,55,98,14,13,4,49,42,,44,2,10,,,8,8,0.295,0.378,0.452,0.83,34H/75,0
1711,Amos Strunk,1915,26,PHA,AL,132,565,485,76,144,28,16,1,45,56,,45,1,23,,,17,19,0.297,0.371,0.427,0.798,893/H,0
1712,Roy Thomas,1903,29,PHI,NL,130,612,477,88,156,11,2,1,27,107,,46,3,20,,,17,,0.327,0.453,0.365,0.818,*8,0
1713,Socks Seybold,1901,30,PHA,AL,114,504,449,74,150,24,14,8,90,40,,44,7,8,,,15,,0.334,0.397,0.503,0.901,983/7,0
1714,Ed McFarland,1899,25,PHI,NL,96,371,324,59,108,22,9,2,57,36,,9,2,9,,,9,,0.333,0.403,0.475,0.879,*2,0
1715,Jimmy Ryan,1898,35,CHC,NL,144,657,572,122,185,32,13,4,79,73,,24,5,7,,,29,,0.323,0.405,0.446,0.85,*79,0
1716,Ed McKean,1890,26,CLV,NL,136,623,530,95,157,15,14,7,61,87,,25,6,,,,23,,0.296,0.401,0.417,0.818,*6/4,0
1717,Jim Fogarty,1886,22,PHI,NL,77,322,280,54,82,13,5,3,47,42,,16,,,,,30,,0.293,0.385,0.407,0.792,*94/6581,0
1718,Cal McVey,1878,28,CIN,NL,61,276,271,43,83,10,4,2,28,5,,10,,,,,,,0.306,0.319,0.395,0.714,*5/2,0
1719,Brandon Lowe,2021,26,TBR,AL,149,615,535,97,132,31,0,39,99,68,4,167,9,0,3,2,7,1,0.247,0.34,0.523,0.863,*4H7/9D3,1
1720,Juan Soto,2019,20,WSN,NL,150,659,542,110,153,32,5,34,110,108,3,132,3,0,6,11,12,1,0.282,0.401,0.548,0.949,*7,1
1721,Josh Bell,2019,26,PIT,NL,143,613,527,94,146,37,3,37,116,74,13,118,5,0,7,11,0,1,0.277,0.367,0.569,0.936,*3/DH,1
1722,Paul Goldschmidt,2018,30,ARI,NL,158,690,593,95,172,35,5,33,83,90,11,173,6,0,0,7,7,4,0.29,0.389,0.533,0.922,*3/DH,1
1723,Paul Goldschmidt,2017,29,ARI,NL,155,665,558,117,166,34,3,36,120,94,15,147,8,0,4,14,18,5,0.298,0.404,0.563,0.966,*3/HD,1
1724,Kris Bryant,2017,25,CHC,NL,151,665,549,111,162,38,4,29,73,95,5,128,15,0,6,8,7,5,0.295,0.409,0.537,0.946,*5/9378H,1
1725,J.D. Martinez,2016,28,DET,AL,120,517,460,69,141,35,2,22,68,49,2,128,3,0,5,13,1,2,0.307,0.373,0.535,0.908,*9/HD,1
1726,Robinson Cano,2014,31,SEA,AL,157,665,595,77,187,37,2,14,82,61,20,68,6,0,3,19,10,3,0.314,0.382,0.454,0.836,*4/D,1
1727,Joe Mauer,2013,30,MIN,AL,113,508,445,62,144,35,0,11,47,61,7,89,0,0,2,7,0,1,0.324,0.404,0.476,0.88,2D/3H,1
1728,Matt Holliday,2013,33,STL,NL,141,602,520,103,156,31,1,22,94,69,5,86,9,0,4,31,6,1,0.3,0.389,0.49,0.879,*7/DH,1
1729,Curtis Granderson,2011,30,NYY,AL,156,691,583,136,153,26,10,41,119,85,0,169,12,4,7,12,25,10,0.262,0.364,0.552,0.916,*8/HD,1
1730,Zack Wheat,1925,37,BRO,NL,150,671,616,125,221,42,14,14,103,45,,22,1,8,,,3,1,0.359,0.403,0.541,0.944,*7/H,1
1731,Eddie Collins,1923,36,CHW,AL,145,633,505,89,182,22,5,5,67,84,,8,4,39,,,48,29,0.36,0.455,0.454,0.909,*4/H,1
1732,Willie Keeler,1896,24,BLN,NL,126,601,544,153,210,22,13,4,82,37,,9,7,13,,,67,,0.386,0.432,0.496,0.928,*9/7,1
1733,King Kelly,1885,27,CHC,NL,107,484,438,124,126,24,7,9,75,46,,24,,,,,,,0.288,0.355,0.436,0.792,92/4358,1
1734,Roger Connor,1884,26,NYG,NL,116,515,477,98,151,28,4,4,82,38,,32,,,,,,,0.317,0.367,0.417,0.784,485,1
1735,Aubrey Huff,2010,33,SFG,NL,157,668,569,100,165,35,5,26,86,83,5,91,9,0,7,17,7,0,0.29,0.385,0.506,0.891,379/H,0
1736,Tim Salmon,1998,29,ANA,AL,136,566,463,84,139,28,1,26,88,90,5,100,3,0,10,4,0,1,0.3,0.41,0.534,0.943,*D9/H,0
1737,Kevin McReynolds,1988,28,NYM,NL,147,600,552,82,159,30,2,27,99,38,3,56,4,1,5,6,21,0,0.288,0.336,0.496,0.832,*7/H8,0
1738,Kirk Gibson,1984,27,DET,AL,149,611,531,92,150,23,10,27,91,63,6,103,8,3,6,4,29,9,0.283,0.364,0.516,0.88,*9H/D8,0
1739,Mack Jones,1969,30,MON,NL,135,542,455,73,123,23,5,22,79,67,8,110,15,1,4,11,6,7,0.27,0.379,0.488,0.867,*7/H8,0
1740,Wally Post,1955,25,CIN,NL,154,668,601,116,186,33,3,40,109,60,5,102,2,2,3,15,7,4,0.31,0.372,0.574,0.946,*9,0
1741,Babe Herman,1933,30,CHC,NL,137,565,508,77,147,36,12,16,93,50,4,57,0,7,,15,6,8,0.289,0.353,0.502,0.855,*9/H,0
1742,Lew Fonseca,1929,30,CLE,AL,148,645,566,97,209,44,15,6,103,50,3,23,7,20,,,19,11,0.369,0.427,0.532,0.959,*3/H,0
1743,Cy Williams,1924,36,PHI,NL,148,637,558,101,183,31,11,24,93,67,,49,3,8,,,7,12,0.328,0.403,0.552,0.955,*8/H,0
1744,Joe Harris,1923,32,BOS,AL,142,562,483,82,162,28,11,13,76,52,,27,5,13,,,7,3,0.335,0.406,0.52,0.925,*73/H8,0
1745,Heinie Groh,1918,28,CIN,NL,126,567,493,86,158,28,3,1,37,54,,24,7,13,,,11,,0.321,0.395,0.396,0.791,*5,0
1746,Jake Daubert,1918,34,BRO,NL,108,446,396,50,122,12,15,2,47,27,,18,5,17,,,10,,0.308,0.36,0.429,0.789,*3/H,0
1747,Bobby Veach,1915,27,DET,AL,152,661,569,81,178,40,10,3,112,68,,43,4,18,,,16,19,0.313,0.39,0.434,0.824,*7,0
1748,Beals Becker,1913,26,TOT,NL,118,451,414,64,131,24,13,9,58,28,,42,0,7,,,11,16,0.316,0.36,0.502,0.862,789H/3,0
1749,Vic Saier,1913,22,CHC,NL,149,601,519,94,150,15,21,14,92,62,,62,5,14,,,26,20,0.289,0.37,0.48,0.85,*3/H,0
1750,Danny Murphy,1910,33,PHA,AL,151,614,560,70,168,28,18,4,64,31,,32,1,21,,,18,,0.3,0.338,0.436,0.774,*9,0
1751,Art Devlin,1906,26,NYG,NL,148,591,498,76,149,23,8,2,65,74,,48,6,13,,,54,,0.299,0.396,0.39,0.786,*5,0
1752,Socks Seybold,1906,35,PHA,AL,116,459,411,41,130,23,2,5,59,30,,23,3,15,,,9,,0.316,0.367,0.419,0.786,*9/H,0
1753,Dan McGann,1905,33,NYG,NL,136,584,491,88,147,23,14,5,75,55,,31,19,19,,,22,,0.299,0.391,0.434,0.825,*3,0
1754,Fred Tenney,1902,30,BSN,NL,134,596,489,88,154,18,3,2,30,73,,43,5,29,,,21,,0.315,0.409,0.376,0.786,*3,0
1755,Chick Stahl,1899,26,BSN,NL,148,661,576,122,202,23,19,7,52,72,,10,4,9,,,33,,0.351,0.426,0.493,0.92,*9/781,0
1756,Bill Joyce,1892,24,BRO,NL,97,462,372,89,91,15,12,6,45,82,,55,8,,,,23,,0.245,0.392,0.398,0.79,*5/7,0
1757,Otto Schomberg,1887,22,IND,NL,112,481,419,91,129,18,16,5,83,56,,32,6,,,,21,,0.308,0.397,0.463,0.86,*3/9,0
1758,Joe Start,1882,39,PRO,NL,82,367,356,58,117,8,10,0,48,11,,7,,,,,,,0.329,0.349,0.407,0.756,*3,0
1759,Fred Dunlap,1880,21,CLV,NL,85,380,373,61,103,27,9,4,30,7,,32,,,,,,,0.276,0.29,0.429,0.719,*4,0
1760,Buttercup Dickerson,1879,20,CIN,NL,81,353,350,73,102,18,14,2,57,3,,27,,,,,,,0.291,0.298,0.44,0.738,*7,0
1761,Cal McVey,1876,26,CHC,NL,63,310,308,62,107,15,0,1,53,2,,4,,,,,,,0.347,0.352,0.406,0.757,*31/275,0
1762,Hack Wilson,1932,32,BRO,NL,135,539,481,77,143,37,5,23,123,51,0,85,1,6,,,2,2,0.297,0.366,0.539,0.904,*9H/87,1
1763,Freddie Lindstrom,1930,24,NYG,NL,148,671,609,127,231,39,7,22,106,48,1,33,0,14,,,15,9,0.379,0.425,0.575,0.999,*5,1
1764,Earle Combs,1927,28,NYY,AL,152,726,648,137,231,36,23,6,64,62,,31,2,12,,,15,6,0.357,0.414,0.511,0.925,*8/H,1
1765,Tris Speaker,1924,36,CLE,AL,135,576,486,94,167,36,9,9,65,72,,13,4,13,,,5,7,0.344,0.432,0.51,0.943,*8H,1
1766,High Pockets Kelly,1924,28,NYG,NL,144,627,571,91,185,37,9,21,136,38,,52,5,13,,,7,2,0.324,0.371,0.531,0.902,*3/874H5,1
1767,Edd Roush,1920,27,CIN,NL,149,650,579,81,196,22,16,4,90,42,,22,3,26,,,36,24,0.339,0.386,0.453,0.839,*83/4,1
1768,Harry Hooper,1918,30,BOS,AL,126,569,474,81,137,26,13,1,44,75,,25,4,16,,,24,,0.289,0.391,0.405,0.796,*9,1
1769,Fred Clarke,1907,34,PIT,NL,148,593,501,97,145,18,13,2,59,68,,32,8,16,,,37,,0.289,0.383,0.389,0.772,*7/H,1
1770,Cap Anson,1890,38,CHC,NL,139,623,504,95,157,14,5,7,107,113,,23,6,,,,29,,0.312,0.443,0.401,0.844,*3/24,1
1771,Sam Thompson,1886,26,DTN,NL,122,538,503,101,156,18,13,8,89,35,,31,,,,,13,,0.31,0.355,0.445,0.8,*9,1
1772,Adam Lind,2009,25,TOR,AL,151,654,587,93,179,46,0,35,114,58,7,110,5,0,4,15,1,1,0.305,0.37,0.562,0.932,D7/H,0
1773,Dave Magadan,1990,27,NYM,NL,144,541,451,74,148,28,6,6,72,74,4,55,2,4,10,11,2,1,0.328,0.417,0.457,0.874,*3H5,0
1774,John Briggs,1972,28,MIL,AL,135,481,418,58,111,14,1,21,65,54,4,67,1,2,6,8,1,2,0.266,0.347,0.455,0.801,*73H8,0
1775,Curt Blefary,1966,22,BAL,AL,131,508,419,73,107,14,3,23,64,73,3,56,6,7,3,6,1,4,0.255,0.371,0.468,0.839,*73H,0
1776,Donn Clendenon,1966,30,PIT,NL,155,629,571,80,171,22,10,28,98,52,7,142,2,1,3,14,8,7,0.3,0.358,0.52,0.878,*3/H,0
1777,George Watkins,1930,30,STL,NL,119,424,391,85,146,32,7,17,87,24,2,49,4,5,,,5,5,0.373,0.415,0.622,1.037,*9H3/784,0
1778,Bob Fothergill,1929,31,DET,AL,115,293,277,41,98,24,9,6,62,11,0,11,0,5,,,3,1,0.354,0.379,0.57,0.949,H79,0
1779,George Grantham,1929,29,PIT,NL,110,458,349,85,107,23,10,12,90,93,5,38,1,14,,,10,6,0.307,0.454,0.533,0.987,*473/H,0
1780,Ray Blades,1925,28,STL,NL,122,532,462,112,158,37,8,12,57,59,,47,6,5,,,6,8,0.342,0.423,0.535,0.958,*7/H5,0
1781,George Burns,1919,29,NYG,NL,139,624,534,86,162,30,9,2,46,82,,37,0,8,,,40,,0.303,0.396,0.405,0.801,*7/9,0
1782,Danny Murphy,1911,34,PHA,AL,141,601,508,104,167,27,11,6,66,50,,18,8,27,,,22,,0.329,0.398,0.461,0.858,*9/4H,0
1783,Rube Oldring,1910,26,PHA,AL,134,594,546,79,168,27,14,4,57,23,,41,4,21,,,17,,0.308,0.34,0.43,0.771,*87,0
1784,Tim Jordan,1909,30,BRO,NL,103,403,330,47,90,20,3,3,36,59,,41,2,12,,,13,,0.273,0.386,0.379,0.765,*3/H,0
1785,Harry Lumley,1907,26,BRO,NL,127,506,454,47,121,23,11,9,66,31,,62,2,19,,,18,,0.267,0.316,0.425,0.741,*9/H,0
1786,Chick Stahl,1904,31,BOS,AL,157,684,587,83,170,27,19,3,67,64,,42,7,23,,,11,,0.29,0.366,0.416,0.782,*8,0
1787,Pete Browning,1891,30,TOT,NL,105,473,419,64,133,24,4,4,61,51,,54,3,,,,16,,0.317,0.395,0.422,0.818,*7/98,0
1788,Hardy Richardson,1884,29,BUF,NL,102,461,439,85,132,27,9,6,60,22,,41,,,,,,,0.301,0.334,0.444,0.778,*48/53,0
1789,Joe Start,1879,36,PRO,NL,66,324,317,70,101,11,5,2,37,7,,4,,,,,,,0.319,0.333,0.404,0.737,*3/9,0
1790,John Clapp,1878,26,IND,NL,63,276,263,42,80,10,2,0,29,13,,8,,,,,,,0.304,0.337,0.357,0.694,*73/264,0
1791,George Sisler,1921,28,SLB,AL,138,635,582,125,216,38,18,12,104,34,,27,5,14,,,35,11,0.371,0.411,0.56,0.971,*3,1
1792,Zack Wheat,1920,32,BRO,NL,148,643,583,89,191,26,13,9,73,48,,21,6,6,,,8,10,0.328,0.385,0.463,0.848,*7,1
1793,Ross Youngs,1919,22,NYG,NL,130,561,489,73,152,31,7,2,43,51,,47,7,13,,,24,,0.311,0.384,0.415,0.799,*9/H,1
1794,Eddie Collins,1916,29,CHW,AL,155,675,545,87,168,14,17,0,52,86,,36,3,39,,,40,21,0.308,0.405,0.396,0.802,*4,1
1795,Johnny Evers,1912,30,CHC,NL,143,568,478,73,163,23,11,1,61,74,,18,2,14,,,16,,0.341,0.431,0.441,0.873,*4/6,1
1796,Fred Clarke,1906,33,PIT,NL,118,479,417,69,129,14,13,1,39,40,,25,1,20,,,18,,0.309,0.371,0.413,0.784,*7/H,1
1797,Jimmy Collins,1901,31,BOS,AL,138,617,564,108,187,42,16,6,94,34,,18,5,12,,,19,,0.332,0.375,0.495,0.87,*5,1
1798,Nap Lajoie,1900,25,PHI,NL,102,471,451,95,152,33,12,7,92,10,,8,8,2,,,22,,0.337,0.363,0.51,0.873,*4/5,1
1799,Jimmy Collins,1898,28,BSN,NL,152,657,597,107,196,35,5,15,111,40,,18,7,13,,,12,,0.328,0.377,0.479,0.856,*5,1
1800,Jesse Burkett,1897,28,CLV,NL,127,610,517,129,198,28,7,2,60,76,,25,7,10,,,28,,0.383,0.468,0.476,0.944,*7/8,1
1801,King Kelly,1881,23,CHC,NL,82,369,353,84,114,27,3,2,55,16,,14,,,,,,,0.323,0.352,0.433,0.786,*92/5,1
1802,Yoan Moncada,2019,24,CHW,AL,132,559,511,83,161,34,5,25,79,40,2,154,4,1,3,1,10,3,0.315,0.367,0.548,0.915,*5/HD,0
1803,Bill Mueller,2003,32,BOS,AL,146,600,524,85,171,45,5,19,85,59,2,77,7,4,6,11,1,4,0.326,0.398,0.54,0.938,*54/HD6,0
1804,Kirk Gibson,1985,28,DET,AL,154,670,581,96,167,37,5,29,97,71,16,137,5,3,10,5,30,4,0.287,0.364,0.518,0.882,*98/DH,0
1805,Oscar Gamble,1974,24,CLE,AL,135,509,454,74,132,16,4,19,59,48,10,51,5,0,2,7,5,6,0.291,0.364,0.469,0.833,*D7H/9,0
1806,Willie Crawford,1973,26,LAD,NL,145,543,457,75,135,26,2,14,66,78,12,91,1,3,4,6,12,5,0.295,0.396,0.453,0.849,*9H7/8,0
1807,Joe Collins,1952,29,NYY,AL,122,489,428,69,120,16,8,18,59,55,8,47,1,5,,11,4,2,0.28,0.364,0.481,0.845,*3/H,0
1808,Babe Young,1942,26,NYG,NL,101,328,287,37,80,17,1,11,59,34,4,22,5,2,,4,1,3,0.279,0.365,0.46,0.825,8H3,0
1809,Johnny Rizzo,1938,25,PIT,NL,143,617,555,97,167,31,9,23,111,54,2,61,5,3,,16,1,3,0.301,0.368,0.514,0.882,*7/H,0
1810,Riggs Stephenson,1927,29,CHC,NL,152,668,579,101,199,46,9,7,82,65,,28,6,18,,,8,,0.344,0.415,0.491,0.906,*7/5,0
1811,Bob Fothergill,1926,28,DET,AL,110,437,387,63,142,31,7,3,73,33,,23,3,14,,,4,12,0.367,0.421,0.507,0.927,*78H/9,0
1812,Ken Williams,1924,34,SLB,AL,114,483,398,78,129,21,4,18,84,69,,17,1,11,,,20,11,0.324,0.425,0.533,0.958,*7/H,0
1813,Sherry Magee,1918,33,CIN,NL,115,456,400,46,119,15,13,2,76,37,,18,9,10,,,14,,0.298,0.37,0.415,0.785,37/H489,0
1814,Joe Judge,1917,23,WSH,AL,102,451,393,62,112,15,15,2,30,50,,40,2,6,,,17,,0.285,0.369,0.415,0.783,*3/H,0
1815,Wally Schang,1917,27,PHA,AL,118,369,316,41,90,14,9,3,36,29,,24,9,12,,,6,,0.285,0.362,0.415,0.776,*2H5/97,0
1816,Wally Schang,1916,26,PHA,AL,110,400,338,41,90,15,8,7,38,38,,44,10,13,,,14,,0.266,0.358,0.42,0.778,72H/8,0
1817,Vic Saier,1915,24,CHC,NL,144,568,497,74,131,35,11,11,64,64,,62,2,5,,,29,9,0.264,0.35,0.445,0.795,*3/H,0
1818,Jim Viox,1913,22,PIT,NL,137,579,492,86,156,32,8,2,65,64,,28,3,19,,,14,14,0.317,0.399,0.427,0.826,*46/H,0
1819,John Knight,1910,24,NYY,AL,117,473,414,58,129,25,4,3,45,34,,55,6,19,,,23,,0.312,0.372,0.413,0.785,*63/45H9,0
1820,Patsy Dougherty,1909,32,CHW,AL,139,572,491,71,140,23,13,1,55,51,,56,6,21,,,36,,0.285,0.36,0.391,0.751,*7/H,0
1821,Larry Doyle,1909,22,NYG,NL,147,638,570,86,172,27,11,6,49,45,,42,7,12,,,31,,0.302,0.36,0.419,0.779,*4/H,0
1822,Jimmy Sheckard,1905,26,BRO,NL,130,563,480,58,140,20,11,3,41,61,,55,7,15,,,23,,0.292,0.38,0.398,0.778,*7/H,0
1823,Mike Grady,1905,35,STL,NL,100,355,311,41,89,20,7,4,41,33,,44,3,4,,,15,,0.286,0.36,0.434,0.794,*23/H,0
1824,John Anderson,1898,24,TOT,NL,135,569,520,82,153,33,22,9,81,29,,26,14,6,,,20,,0.294,0.348,0.494,0.842,873/9,0
1825,Mike Grady,1898,28,NYG,NL,93,340,287,64,85,19,5,3,49,38,,28,11,4,,,20,,0.296,0.399,0.429,0.827,29/3786,0
1826,Jake Stenzel,1896,29,PIT,NL,114,525,479,104,173,26,14,2,82,32,,13,8,6,,,57,,0.361,0.41,0.486,0.897,*8/3,0
1827,Sam Wise,1886,28,BSN,NL,96,420,387,71,112,19,12,4,72,33,,61,,,,,31,,0.289,0.345,0.432,0.777,346/9,0
1828,Harry Stovey,1880,23,WOR,NL,83,367,355,76,94,21,14,6,28,12,,46,,,,,,,0.265,0.289,0.454,0.742,83/71,0
1829,Roger Bresnahan,1906,27,NYG,NL,124,506,405,69,114,22,4,0,43,81,,43,15,5,,,25,,0.282,0.419,0.356,0.775,*28/9,1
1830,Roger Bresnahan,1904,25,NYG,NL,109,468,402,81,114,22,7,5,33,58,,40,5,3,,,13,,0.284,0.381,0.41,0.791,*83/796H45,1
1831,Billy Hamilton,1890,24,PHI,NL,123,588,496,133,161,13,9,2,49,83,,37,9,,,,102,,0.325,0.43,0.399,0.83,*7,1
1832,Eloy Jimenez,2020,23,CHW,AL,55,226,213,26,63,14,0,14,41,12,0,56,0,0,1,4,0,0,0.296,0.332,0.559,0.891,*7/D,0
1833,Kendrys Morales,2009,26,LAA,AL,152,622,566,86,173,43,2,34,108,46,10,117,2,0,8,15,3,7,0.306,0.355,0.569,0.924,*3/H,0
1834,Fernando Tatis,1999,24,STL,NL,149,639,537,104,160,31,2,34,107,82,4,128,16,0,4,11,21,9,0.298,0.404,0.553,0.957,*5/H,0
1835,Shane Mack,1992,28,MIN,AL,156,692,600,101,189,31,6,16,75,64,1,106,15,11,2,8,26,14,0.315,0.394,0.467,0.86,*7/89H,0
1836,Curt Blefary,1965,21,BAL,AL,144,561,462,72,120,23,4,22,70,88,4,73,3,7,1,10,4,2,0.26,0.381,0.47,0.851,97H,0
1837,Jim Gleeson,1940,28,CHC,NL,129,551,485,76,152,39,11,5,61,54,3,52,6,6,,8,4,9,0.313,0.389,0.47,0.859,879/H,0
1838,Buzz Arlett,1931,32,PHI,NL,121,469,418,65,131,26,7,18,72,45,4,39,5,1,,,3,9,0.313,0.387,0.538,0.925,*9H3,0
1839,Bob Fothergill,1927,29,DET,AL,143,593,527,93,189,38,9,9,114,47,,31,2,17,,,9,15,0.359,0.413,0.516,0.929,*7/H,0
1840,Red Smith,1917,27,BSN,NL,147,585,505,60,149,31,6,2,62,53,,61,6,21,,,16,,0.295,0.369,0.392,0.761,*5/H,0
1841,Ping Bodie,1917,29,PHA,AL,148,635,557,51,162,28,11,7,74,53,,40,3,22,,,13,,0.291,0.356,0.418,0.774,*7/9H35,0
1842,Joe Connolly,1915,31,BSN,NL,104,358,305,48,91,14,8,0,23,39,,35,5,7,,,13,12,0.298,0.387,0.397,0.784,*7H9/8,0
1843,Jim Delahanty,1911,32,DET,AL,144,631,542,83,184,30,14,3,94,56,,48,10,20,,,15,,0.34,0.411,0.463,0.874,345/H,0
1844,Claude Rossman,1908,27,DET,AL,138,571,524,45,154,33,13,2,71,27,,50,1,19,,,8,,0.294,0.33,0.418,0.748,*3,0
1845,Red Murray,1908,24,STL,NL,154,642,593,64,167,19,15,7,62,37,,58,8,4,,,48,,0.282,0.332,0.4,0.732,89,0
1846,Homer Smoot,1905,27,STL,NL,139,587,534,73,166,21,16,4,58,33,,61,7,13,,,21,,0.311,0.359,0.433,0.792,*8/H,0
1847,Socks Seybold,1903,32,PHA,AL,137,569,522,76,156,45,8,8,84,38,,43,6,3,,,5,,0.299,0.353,0.462,0.815,*93/8,0
1848,Buck Freeman,1903,31,BOS,AL,141,611,567,74,163,39,20,13,104,30,,73,4,10,,,5,,0.288,0.328,0.496,0.823,*9,0
1849,Mike Donlin,1901,23,BLA,AL,121,539,476,107,162,23,13,5,67,53,,31,2,8,,,33,,0.34,0.409,0.475,0.884,73/8,0
1850,Jimmy Williams,1901,24,BLA,AL,130,568,501,113,159,26,21,7,96,56,,36,2,9,,,21,,0.317,0.388,0.495,0.883,*4,0
1851,Mike Smith,1898,30,CIN,NL,123,563,486,79,166,21,10,1,66,69,,17,2,6,,,20,,0.342,0.426,0.432,0.858,*7/1,0
1852,Mike Griffin,1895,30,BRO,NL,132,637,524,140,174,38,7,4,65,93,,30,10,10,,,27,,0.332,0.442,0.454,0.896,*8/6,0
1853,Bill Dahlen,1892,22,CHC,NL,143,631,581,114,170,23,19,5,58,45,,56,5,,,,60,,0.293,0.349,0.423,0.772,65/84,0
1854,Darby O'Brien,1890,26,BRO,NL,85,386,350,78,110,28,6,2,63,32,,43,4,,,,38,,0.314,0.378,0.446,0.824,78,0
1855,George Wood,1885,26,DTN,NL,82,375,362,62,105,19,8,5,28,13,,19,,,,,,,0.29,0.315,0.428,0.743,*75/61,0
1856,George Wood,1883,24,DTN,NL,99,466,441,81,133,26,11,5,47,25,,37,,,,,,,0.302,0.339,0.444,0.784,*7/81,0
1857,Eddie Collins,1926,39,CHW,AL,106,455,375,66,129,32,4,1,62,62,,8,3,15,,,13,8,0.344,0.441,0.459,0.9,*4/H,1
1858,Jake Beckley,1902,34,CIN,NL,129,579,531,82,175,23,7,5,69,34,,29,6,8,,,15,,0.33,0.377,0.428,0.804,*3/1,1
1859,Joe Kelley,1900,28,BRO,NL,121,513,454,90,145,23,17,6,91,53,,18,6,0,,,26,,0.319,0.398,0.485,0.882,735,1
1860,Willie Keeler,1899,27,BRO,NL,141,633,570,140,216,12,13,1,61,37,,2,9,17,,,45,,0.379,0.425,0.451,0.876,*9,1
1861,Roger Connor,1895,37,STL,NL,104,468,401,78,131,29,9,8,78,63,,10,2,2,,,9,,0.327,0.421,0.504,0.924,*3,1
1862,Jeimer Candelario,2020,26,DET,AL,52,206,185,30,55,11,3,7,29,20,0,49,1,0,0,3,1,1,0.297,0.369,0.503,0.872,*35/H,0
1863,Lourdes Gurriel Jr.,2020,26,TOR,AL,57,224,208,28,64,14,0,11,33,14,0,48,0,0,2,7,3,1,0.308,0.348,0.534,0.882,*7/HD3,0
1864,Erubiel Durazo,2004,30,OAK,AL,142,578,511,80,164,35,1,22,88,56,9,104,9,0,2,7,3,2,0.321,0.396,0.523,0.919,*DH/3,0
1865,Rusty Greer,1997,28,TEX,AL,157,690,601,112,193,42,3,26,87,83,4,87,3,1,2,11,9,5,0.321,0.405,0.531,0.936,*78/HD9,0
