Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
731,Charley Jones,1876,24,CIN,NL,64,283,276,40,79,17,4,4,38,7,,17,,,,,,,0.286,0.304,0.42,0.724,*87/9,0
732,Fernando Tatis Jr.,2020,21,SDP,NL,59,257,224,50,62,11,2,17,45,27,1,61,5,0,1,6,11,3,0.277,0.366,0.571,0.937,*6/D,1
733,Anthony Rendon,2019,29,WSN,NL,146,646,545,117,174,44,3,34,126,80,8,86,12,0,9,13,5,1,0.319,0.412,0.598,1.01,*5/4,1
734,Freddie Freeman,2016,26,ATL,NL,158,693,589,102,178,43,6,34,91,89,18,171,10,0,5,12,6,1,0.302,0.4,0.569,0.969,*3,1
735,Andrew McCutchen,2013,26,PIT,NL,157,674,583,97,185,38,5,21,84,78,12,101,9,0,4,13,27,10,0.317,0.404,0.508,0.911,*8/HD,1
736,Prince Fielder,2007,23,MIL,NL,158,681,573,109,165,35,2,50,119,90,21,121,14,0,4,9,2,2,0.288,0.395,0.618,1.013,*3/DH,1
737,Albert Pujols,2007,27,STL,NL,158,679,565,99,185,38,1,32,103,99,22,58,7,0,8,27,2,6,0.327,0.429,0.568,0.997,*3/H,1
738,Vladimir Guerrero,2004,29,ANA,AL,156,680,612,124,206,39,2,39,126,52,14,74,8,0,8,19,15,3,0.337,0.391,0.598,0.989,*9D,1
739,J.D. Drew,2004,28,ATL,NL,145,645,518,118,158,28,8,31,93,118,2,116,5,1,3,7,12,3,0.305,0.436,0.57,1.006,*9/8HD,1
740,Albert Pujols,2001,21,STL,NL,161,676,590,112,194,47,4,37,130,69,6,93,9,1,7,21,1,3,0.329,0.403,0.61,1.013,5379/HD,1
741,Brian Giles,2000,29,PIT,NL,156,688,559,111,176,37,7,35,123,114,13,69,7,0,8,15,6,0,0.315,0.432,0.594,1.026,879/H,1
742,Brian Giles,1999,28,PIT,NL,141,627,521,109,164,33,3,39,115,95,7,80,3,0,8,14,6,2,0.315,0.418,0.614,1.032,*89/7D,1
743,Andres Galarraga,1998,37,ATL,NL,153,648,555,103,169,27,1,44,121,63,11,146,25,0,5,8,7,6,0.305,0.397,0.595,0.991,*3/HD,1
744,Moises Alou,1998,31,HOU,NL,159,679,584,104,182,34,5,38,124,84,11,87,5,0,6,14,11,3,0.312,0.399,0.582,0.981,*7/H8D,1
745,Jim Thome,1995,24,CLE,AL,137,557,452,92,142,29,3,25,73,97,3,113,5,0,3,8,4,3,0.314,0.438,0.558,0.996,*5/HD,1
746,Fred McGriff,1994,30,ATL,NL,113,478,424,81,135,25,1,34,94,50,8,76,1,0,3,8,7,3,0.318,0.389,0.623,1.012,*3/H,1
747,Jose Canseco,1991,26,OAK,AL,154,665,572,115,152,32,1,44,122,78,7,152,9,0,6,16,26,6,0.266,0.359,0.556,0.915,*9D/H,1
748,Fred McGriff,1988,24,TOR,AL,154,623,536,100,151,35,4,34,82,79,3,149,4,0,4,15,6,1,0.282,0.376,0.552,0.928,*3/H,1
749,Dale Murphy,1987,31,ATL,NL,159,693,566,115,167,27,1,44,105,115,29,136,7,0,5,11,16,6,0.295,0.417,0.58,0.997,*9,1
750,Dwight Evans,1987,35,BOS,AL,154,657,541,109,165,37,2,34,123,106,6,98,3,0,7,10,4,6,0.305,0.417,0.569,0.986,39/DH,1
751,Wade Boggs,1986,28,BOS,AL,149,693,580,107,207,47,2,8,71,105,14,44,0,4,4,11,0,4,0.357,0.453,0.486,0.939,*5/H,1
752,Rickey Henderson,1985,26,NYY,AL,143,654,547,146,172,28,5,24,72,99,1,65,3,0,5,8,80,10,0.314,0.419,0.516,0.935,*8/7HD,1
753,Eddie Murray,1984,28,BAL,AL,162,705,588,97,180,26,3,29,110,107,25,87,2,0,8,9,10,2,0.306,0.41,0.509,0.918,*3/D,1
754,Andre Dawson,1981,26,MON,NL,103,441,394,71,119,21,3,24,64,35,14,50,7,0,5,6,26,4,0.302,0.365,0.553,0.918,*8,1
755,Jim Rice,1978,25,BOS,AL,163,746,677,121,213,25,15,46,139,58,7,126,5,1,5,15,7,5,0.315,0.371,0.6,0.97,7D9/8,1
756,Rod Carew,1975,29,MIN,AL,143,617,535,89,192,24,4,14,80,64,18,40,1,7,10,10,35,9,0.359,0.421,0.497,0.919,*43H/D,1
757,Don Mincher,1967,29,CAL,AL,147,563,487,81,133,23,3,25,76,69,9,69,4,2,1,11,0,3,0.273,0.367,0.487,0.854,*3H/9,1
758,Harmon Killebrew,1966,30,MIN,AL,162,677,569,89,160,27,1,39,110,103,18,98,2,0,3,12,0,2,0.281,0.391,0.538,0.929,537/H,1
759,Billy Williams,1965,27,CHC,NL,164,719,645,115,203,39,6,34,108,65,7,76,3,1,5,20,10,1,0.315,0.377,0.552,0.929,978,1
760,Orlando Cepeda,1961,23,SFG,NL,152,637,585,105,182,28,4,46,142,39,11,91,9,0,3,21,12,8,0.311,0.362,0.609,0.97,379/H,1
761,Rocky Colavito,1961,27,DET,AL,163,708,583,129,169,30,2,45,140,113,2,75,2,2,8,14,1,2,0.29,0.402,0.58,0.982,*79/H,1
762,Stan Musial,1955,34,STL,NL,154,656,562,97,179,30,5,33,108,80,19,39,8,2,4,12,5,4,0.319,0.408,0.566,0.974,*39/7,1
763,Andy Pafko,1950,29,CHC,NL,146,595,514,95,156,24,8,36,92,69,8,32,11,1,,9,4,8,0.304,0.397,0.591,0.989,*89/H,1
764,Paul Waner,1936,33,PIT,NL,148,666,585,107,218,53,9,5,94,74,3,29,3,4,,15,7,2,0.373,0.446,0.52,0.965,*9/H,1
765,Earl Averill,1936,34,CLE,AL,152,682,614,136,232,39,15,28,126,65,7,35,1,2,,,3,3,0.378,0.438,0.627,1.065,*8/H,1
766,Mel Ott,1935,26,NYG,NL,152,683,593,113,191,33,6,31,114,82,12,58,3,5,,4,7,5,0.322,0.407,0.555,0.962,*95,1
767,Chick Hafey,1927,24,STL,NL,103,394,346,62,114,26,5,18,63,36,,41,5,7,,,12,,0.33,0.401,0.59,0.99,*79H/8,1
768,Hack Wilson,1928,28,CHC,NL,145,623,520,89,163,32,9,31,120,77,4,94,2,24,,,4,1,0.314,0.404,0.589,0.993,*8/H,1
769,Tris Speaker,1911,23,BOS,AL,141,598,500,88,167,34,13,8,70,59,,34,13,17,,,25,,0.334,0.418,0.502,0.92,*8/H,1
770,Elmer Flick,1904,28,CLE,AL,150,659,579,97,177,31,17,6,56,51,,68,9,20,,,38,,0.306,0.371,0.449,0.82,*9/84,1
771,Elmer Flick,1901,25,PHI,NL,138,616,540,112,180,32,17,8,88,52,,56,7,13,,,30,,0.333,0.399,0.5,0.899,*9,1
772,Jesse Burkett,1896,27,CLV,NL,133,647,586,160,240,27,16,6,72,49,,19,7,5,,,34,,0.41,0.461,0.541,1.002,*7,1
773,Billy Hamilton,1894,28,PHI,NL,132,702,558,198,225,25,15,4,90,128,,19,9,7,,,100,,0.403,0.521,0.523,1.044,*8,1
774,Ed Delahanty,1892,24,PHI,NL,123,517,477,79,146,30,21,6,91,31,,32,9,,,,29,,0.306,0.36,0.495,0.855,*8/57,1
775,Jim O'Rourke,1880,29,BSN,NL,86,384,363,71,100,20,11,6,45,21,,8,,,,,,,0.276,0.315,0.441,0.756,39675/28,1
776,Harry Davis,1904,30,PHA,AL,102,435,404,54,125,21,11,10,62,23,,46,2,6,,,12,,0.309,0.35,0.49,0.84,*3,0
777,Charlie Hickman,1902,26,TOT,AL,130,564,534,74,193,36,13,11,110,15,,15,7,8,,,9,,0.361,0.387,0.539,0.926,*37/41,0
778,John McGraw,1900,27,STL,NL,99,447,334,84,115,10,4,2,33,85,,9,23,5,,,29,,0.344,0.505,0.416,0.921,*5,0
779,Jake Stenzel,1895,28,PIT,NL,130,592,518,114,192,38,13,7,97,57,,25,11,6,,,53,,0.371,0.444,0.535,0.978,*8,0
780,Bill Lange,1895,24,CHC,NL,123,546,478,120,186,27,16,10,98,55,,24,4,9,,,67,,0.389,0.456,0.575,1.032,*8,0
781,Paul Hines,1886,31,WHS,NL,121,522,487,80,152,30,8,9,56,35,,21,,,,,21,,0.312,0.358,0.462,0.82,*853/647,0
782,Hardy Richardson,1885,30,BUF,NL,96,446,426,90,136,19,11,6,44,20,,22,,,,,,,0.319,0.35,0.458,0.808,48/671,0
783,Charley Jones,1880,28,BSN,NL,66,291,280,44,84,15,3,5,37,11,,27,,,,,,,0.3,0.327,0.429,0.755,*7/8,0
784,Ronald Acuna Jr.,2020,22,ATL,NL,46,202,160,46,40,11,0,14,29,38,2,60,4,0,0,3,8,1,0.25,0.406,0.581,0.987,*89,1
785,Joey Votto,2013,29,CIN,NL,162,726,581,101,177,30,3,24,73,135,19,138,4,0,6,15,6,3,0.305,0.435,0.491,0.926,*3/H,1
786,Joey Votto,2009,25,CIN,NL,131,544,469,82,151,38,1,25,84,70,10,106,4,0,1,8,4,1,0.322,0.414,0.567,0.981,*3/H,1
787,Nomar Garciaparra,2000,26,BOS,AL,140,599,529,104,197,51,3,21,96,61,20,50,2,0,7,8,5,2,0.372,0.434,0.599,1.033,*6/HD,1
788,Greg Vaughn,1998,32,SDP,NL,158,661,573,112,156,28,4,50,119,79,6,121,5,0,4,7,11,4,0.272,0.363,0.597,0.96,*7/DH,1
789,Jim Thome,1997,26,CLE,AL,147,627,496,104,142,25,0,40,102,120,9,146,3,0,8,9,1,1,0.286,0.423,0.579,1.001,*3/H,1
790,Tony Gwynn,1997,37,SDP,NL,149,651,592,97,220,49,2,17,119,43,12,28,3,1,12,12,12,5,0.372,0.409,0.547,0.957,*9/HD,1
791,Brady Anderson,1996,32,BAL,AL,149,687,579,117,172,37,5,50,110,76,1,106,22,6,4,11,21,8,0.297,0.397,0.637,1.034,*8/HD,1
792,Darren Daulton,1992,30,PHI,NL,145,585,485,80,131,32,5,27,109,88,11,103,6,0,6,3,11,2,0.27,0.385,0.524,0.908,*2/H,1
793,Alvin Davis,1989,28,SEA,AL,142,611,498,84,152,30,1,21,95,101,15,49,6,0,6,15,0,1,0.305,0.424,0.496,0.92,*3D/H,1
794,Don Mattingly,1985,24,NYY,AL,159,727,652,107,211,48,3,35,145,56,13,41,2,2,15,15,2,2,0.324,0.371,0.568,0.939,*3,1
795,Don Mattingly,1984,23,NYY,AL,153,662,603,91,207,44,2,23,110,41,8,33,1,8,9,15,1,1,0.343,0.381,0.537,0.918,*37/9H8,1
796,Eddie Murray,1983,27,BAL,AL,156,680,582,115,178,30,3,33,111,86,13,90,3,0,9,13,5,1,0.306,0.393,0.538,0.93,*3/HD,1
797,Mike Schmidt,1983,33,PHI,NL,154,669,534,104,136,16,4,40,109,128,17,148,3,0,4,10,7,8,0.255,0.399,0.524,0.923,*5/6H,1
798,Eddie Murray,1982,26,BAL,AL,151,627,550,87,174,30,1,32,110,70,18,82,1,0,6,17,7,2,0.316,0.391,0.549,0.94,*3/HD,1
799,Pedro Guerrero,1982,26,LAD,NL,150,652,575,87,175,27,5,32,100,65,16,89,5,4,3,7,22,5,0.304,0.378,0.536,0.914,*985,1
800,Eddie Murray,1981,25,BAL,AL,99,422,378,57,111,21,2,22,78,40,10,43,1,0,3,10,2,3,0.294,0.36,0.534,0.895,*3,1
801,Jeff Burroughs,1978,27,ATL,NL,153,611,488,72,147,30,6,23,77,117,12,92,0,0,6,16,1,2,0.301,0.432,0.529,0.961,*7/H,1
802,Greg Luzinski,1977,26,PHI,NL,149,645,554,99,171,35,3,39,130,80,14,140,3,0,8,11,3,2,0.309,0.394,0.594,0.988,*7/H,1
803,Darrell Evans,1973,26,ATL,NL,161,733,595,114,167,25,8,41,104,124,8,104,3,3,8,9,6,3,0.281,0.403,0.556,0.959,*53/H,1
804,Willie Mays,1968,37,SFG,NL,148,573,498,84,144,20,5,23,79,67,7,81,2,0,6,13,12,6,0.289,0.372,0.488,0.86,*8/H39,1
805,Joe Torre,1966,25,ATL,NL,148,614,546,83,172,20,3,36,101,60,8,61,2,2,4,18,0,4,0.315,0.382,0.56,0.943,*23/H,1
806,Carl Yastrzemski,1965,25,BOS,AL,133,571,494,78,154,45,3,20,72,70,8,58,1,2,4,16,7,6,0.312,0.395,0.536,0.932,*7/8H9,1
807,Eddie Mathews,1961,29,MLN,NL,152,672,572,103,175,23,6,32,91,93,3,95,2,1,4,10,12,7,0.306,0.402,0.535,0.937,*5/H,1
808,Henry Aaron,1960,26,MLN,NL,153,664,590,102,172,20,11,40,126,60,13,63,2,0,12,8,16,7,0.292,0.352,0.566,0.919,*9/84,1
809,Ernie Banks,1959,28,CHC,NL,155,671,589,97,179,25,6,45,143,64,20,72,7,2,9,18,2,4,0.304,0.374,0.596,0.97,*6/H,1
810,Willie Mays,1959,28,SFG,NL,151,649,575,125,180,43,5,34,104,65,9,58,2,0,6,11,27,4,0.313,0.381,0.583,0.964,*8/H,1
811,Larry Doby,1950,26,CLE,AL,142,609,503,110,164,25,5,25,102,98,3,71,6,2,,9,8,6,0.326,0.442,0.545,0.986,*8/H,1
812,Sid Gordon,1950,32,BSN,NL,134,562,481,78,146,33,4,27,103,78,9,31,2,1,,14,2,0,0.304,0.403,0.557,0.96,*75/H,1
813,Ralph Kiner,1950,27,PIT,NL,150,672,547,112,149,21,6,47,118,122,19,79,3,0,,22,2,3,0.272,0.408,0.591,0.998,*7,1
814,Johnny Mize,1948,35,NYG,NL,152,658,560,110,162,26,4,40,125,94,9,37,4,0,,7,4,2,0.289,0.395,0.564,0.959,*3,1
815,Jeff Heath,1943,28,CLE,AL,118,488,424,58,116,22,6,18,79,63,5,58,1,0,,4,5,8,0.274,0.369,0.481,0.85,*7/H89,1
816,Enos Slaughter,1942,26,STL,NL,152,687,591,100,188,31,17,13,98,88,7,30,6,2,,6,9,6,0.318,0.412,0.494,0.906,*9/H,1
817,Johnny Mize,1941,28,STL,NL,126,547,473,67,150,39,8,16,100,70,16,45,1,3,,8,4,1,0.317,0.406,0.535,0.941,*3/H,1
818,Bob Johnson,1939,33,PHA,AL,150,653,544,115,184,30,9,23,114,99,3,59,0,10,,12,15,5,0.338,0.44,0.553,0.993,*78/H4,1
819,Hank Leiber,1939,28,CHC,NL,112,431,365,65,113,16,1,24,88,59,7,42,4,3,,14,1,3,0.31,0.411,0.556,0.967,*8H,1
820,Hank Greenberg,1939,28,DET,AL,138,604,500,111,156,42,7,33,113,91,5,95,2,11,,8,8,3,0.312,0.42,0.622,1.042,*3/H,1
821,Hank Greenberg,1934,23,DET,AL,153,667,593,118,201,63,7,26,139,63,6,93,2,9,,,9,5,0.339,0.404,0.6,1.005,*3,1
822,Bill Terry,1932,33,NYG,NL,154,677,643,124,225,42,11,28,117,32,3,23,1,1,,,4,5,0.35,0.382,0.58,0.962,*3,1
823,George Sisler,1919,26,SLB,AL,132,561,511,96,180,31,15,10,83,27,,20,5,18,,,28,,0.352,0.39,0.53,0.921,*3/H,1
824,Honus Wagner,1911,37,PIT,NL,130,559,473,87,158,23,16,9,89,67,,34,6,12,,,20,,0.334,0.423,0.507,0.931,*63/784,1
825,Elmer Flick,1898,22,PHI,NL,134,565,453,84,137,16,13,8,81,86,,36,15,11,,,23,,0.302,0.43,0.448,0.878,*9,1
826,Ed Delahanty,1898,30,PHI,NL,144,640,548,115,183,36,9,4,92,77,,29,11,4,,,58,,0.334,0.426,0.454,0.881,*7,1
827,Buck Ewing,1892,32,NYG,NL,105,431,393,58,122,10,15,8,76,38,,26,0,,,,42,,0.31,0.371,0.473,0.845,*32/4,1
828,Buck Ewing,1885,25,NYG,NL,81,355,342,81,104,15,12,6,63,13,,17,,,,,,,0.304,0.33,0.471,0.8,*29/586371,1
829,Jim O'Rourke,1885,34,NYG,NL,112,517,477,119,143,21,16,5,42,40,,21,,,,,,,0.3,0.354,0.442,0.796,*8/2,1
830,Dale Alexander,1932,29,TOT,AL,124,454,392,58,144,27,3,8,60,61,8,21,1,0,,,4,5,0.367,0.454,0.513,0.967,*3H,0
831,Shoeless Joe Jackson,1914,26,CLE,AL,122,513,453,61,153,22,13,3,53,41,,34,5,13,,,22,15,0.338,0.399,0.464,0.862,*98/7H,0
832,Frank Schulte,1911,28,CHC,NL,154,690,577,105,173,30,21,21,107,76,,71,3,31,,,23,,0.3,0.384,0.534,0.918,*9,0
833,Bill Dahlen,1896,26,CHC,NL,125,573,474,137,167,30,19,9,74,64,,36,8,27,,,51,,0.352,0.438,0.553,0.99,*6,0
834,Fred Dunlap,1881,22,CLV,NL,80,369,351,60,114,25,4,3,24,18,,24,,,,,,,0.325,0.358,0.444,0.802,*4/5,0
835,Brandon Lowe,2020,25,TBR,AL,56,224,193,36,52,9,2,14,37,25,0,58,4,0,2,2,3,0,0.269,0.362,0.554,0.916,*4/9H7D3,1
836,Freddie Freeman,2017,27,ATL,NL,117,514,440,84,135,35,2,28,71,65,14,95,7,0,2,9,8,5,0.307,0.403,0.586,0.989,*35/H,1
837,Daniel Murphy,2016,31,WSN,NL,142,582,531,88,184,47,5,25,104,35,10,57,8,0,8,4,5,3,0.347,0.39,0.595,0.985,*43/HD5,1
838,Miguel Cabrera,2016,33,DET,AL,158,679,595,92,188,31,1,38,108,75,15,116,4,0,5,26,0,0,0.316,0.393,0.563,0.956,*3/DH5,1
839,Jose Altuve,2016,26,HOU,AL,161,717,640,108,216,42,5,24,96,60,11,70,7,3,7,15,30,10,0.338,0.396,0.531,0.928,*4D/6H,1
840,Adrian Gonzalez,2011,29,BOS,AL,159,715,630,108,213,45,3,27,117,74,20,119,6,0,5,28,1,0,0.338,0.41,0.548,0.957,*3/9D,1
841,Joey Votto,2011,27,CIN,NL,161,719,599,101,185,40,3,29,103,110,15,129,4,0,6,20,8,6,0.309,0.416,0.531,0.947,*3/H,1
842,Jim Thome,2006,35,CHW,AL,143,610,490,108,141,26,0,42,109,107,12,147,6,0,7,4,0,0,0.288,0.416,0.598,1.014,*D/H3,1
843,Melvin Mora,2004,32,BAL,AL,140,636,550,111,187,41,0,27,104,66,0,95,11,6,3,10,11,6,0.34,0.419,0.562,0.981,*5/H6D,1
844,Mike Piazza,2000,31,NYM,NL,136,545,482,90,156,26,0,38,113,58,10,69,3,0,2,15,4,2,0.324,0.398,0.614,1.012,*2/HD,1
845,Gary Sheffield,1998,29,TOT,NL,130,549,437,73,132,27,2,22,85,95,12,46,8,0,9,7,22,7,0.302,0.428,0.524,0.952,*9/H,1
846,Barry Larkin,1996,32,CIN,NL,152,627,517,117,154,32,4,33,89,96,3,52,7,0,7,20,36,10,0.298,0.41,0.567,0.977,*6/H,1
847,Reggie Sanders,1995,27,CIN,NL,133,567,484,91,148,36,6,28,99,69,4,122,8,0,6,9,36,12,0.306,0.397,0.579,0.975,*98/H,1
848,Ken Griffey Jr.,1991,21,SEA,AL,154,633,548,76,179,42,1,22,100,71,21,82,1,4,9,10,18,6,0.327,0.399,0.527,0.926,*8/HD,1
849,Rafael Palmeiro,1991,26,TEX,AL,159,714,631,115,203,49,3,26,88,68,10,72,6,2,7,17,4,3,0.322,0.389,0.533,0.922,*3/HD,1
850,Eric Davis,1987,25,CIN,NL,129,562,474,120,139,23,4,37,100,84,8,134,1,0,3,6,50,6,0.293,0.399,0.593,0.991,*8/7H,1
851,Alan Trammell,1987,29,DET,AL,151,668,597,109,205,34,3,28,105,60,8,47,3,2,6,11,21,2,0.343,0.402,0.551,0.954,*6/H,1
852,Mike Schmidt,1984,34,PHI,NL,151,632,528,93,146,23,3,36,106,92,14,116,4,0,8,15,5,7,0.277,0.383,0.536,0.919,*5/H36,1
853,Chet Lemon,1981,26,CHW,AL,94,383,328,50,99,23,6,9,50,33,0,48,13,5,4,10,5,8,0.302,0.384,0.491,0.875,*8,1
854,Cecil Cooper,1980,30,MIL,AL,153,678,622,96,219,33,4,25,122,39,15,42,2,7,8,16,17,6,0.352,0.388,0.539,0.926,*3D/H,1
855,Ken Singleton,1979,32,BAL,AL,159,688,570,93,168,29,1,35,111,109,16,118,1,1,7,16,3,1,0.295,0.405,0.533,0.938,*9D/7,1
856,George Foster,1979,30,CIN,NL,121,505,440,68,133,18,3,30,98,59,7,105,3,0,3,11,0,2,0.302,0.386,0.561,0.948,*7/H,1
857,Reggie Jackson,1976,30,BAL,AL,134,558,498,84,138,27,2,27,91,54,7,108,4,0,2,17,28,7,0.277,0.351,0.502,0.853,*98D/H,1
858,Reggie Smith,1974,29,STL,NL,143,598,517,79,160,26,9,23,100,71,10,70,1,1,8,16,4,3,0.31,0.389,0.528,0.917,*9H/3,1
859,Jim Hickman,1970,33,CHC,NL,149,613,514,102,162,33,4,32,115,93,8,99,1,2,3,10,0,1,0.315,0.419,0.582,1.001,389/H7,1
860,Ken Harrelson,1968,26,BOS,AL,150,612,535,79,147,17,4,35,109,69,9,90,2,0,6,18,2,6,0.275,0.356,0.518,0.874,*93/H,1
861,Ernie Banks,1958,27,CHC,NL,154,682,617,119,193,23,11,47,129,52,12,87,4,1,8,14,4,4,0.313,0.366,0.614,0.98,*6,1
862,Duke Snider,1956,29,BRO,NL,151,652,542,112,158,33,2,43,101,99,26,101,1,6,4,16,3,3,0.292,0.399,0.598,0.997,*8/H,1
863,Stan Spence,1944,29,WSH,AL,153,669,592,83,187,31,8,18,100,69,15,28,4,4,,5,3,7,0.316,0.391,0.487,0.878,*8/3,1
864,Bill Nicholson,1942,27,CHC,NL,152,673,588,83,173,22,11,21,78,76,12,80,8,1,,7,8,0,0.294,0.382,0.476,0.859,*9/H,1
865,Joe Gordon,1942,27,NYY,AL,147,625,538,88,173,29,4,18,103,79,7,95,1,7,,22,12,6,0.322,0.409,0.491,0.9,*4,1
866,Jimmie Foxx,1936,28,BOS,AL,155,693,585,130,198,32,8,41,143,105,11,119,1,2,,,13,4,0.339,0.44,0.631,1.071,*37/95,1
867,Paul Waner,1927,24,PIT,NL,155,709,623,114,237,42,18,9,131,60,,14,3,23,,,5,,0.38,0.437,0.549,0.986,*93,1
868,Hack Wilson,1929,29,CHC,NL,150,670,574,135,198,30,5,39,159,78,2,83,2,16,,,3,6,0.345,0.425,0.619,1.044,*8,1
869,Jim Bottomley,1923,23,STL,NL,134,587,523,79,194,34,14,8,94,45,,44,4,15,,,4,6,0.371,0.425,0.535,0.96,*3/H,1
870,Elmer Flick,1906,30,CLE,AL,157,704,624,98,194,34,22,1,62,54,,65,7,15,,,39,,0.311,0.372,0.441,0.813,89/4,1
871,Nap Lajoie,1897,22,PHI,NL,127,577,545,107,197,40,23,9,127,15,,25,12,5,,,20,,0.362,0.392,0.569,0.96,*39/75,1
872,George Davis,1893,22,NYG,NL,133,600,549,112,195,22,27,11,119,42,,20,9,,,,37,,0.355,0.41,0.554,0.964,*5/6,1
873,Billy Hamilton,1891,25,PHI,NL,133,636,527,141,179,23,7,2,60,102,,28,7,,,,111,,0.34,0.453,0.421,0.874,*7,1
874,Bernard Gilkey,1996,29,NYM,NL,153,656,571,108,181,44,3,30,117,73,7,125,4,0,8,18,17,9,0.317,0.393,0.562,0.956,*7/H,0
875,Kal Daniels,1990,26,LAD,NL,130,526,450,81,133,23,1,27,94,68,1,104,3,2,3,9,4,3,0.296,0.389,0.531,0.92,*7/H,0
876,Bob Nieman,1956,29,TOT,AL,128,522,428,63,137,21,6,14,68,90,5,63,0,1,3,14,1,6,0.32,0.436,0.495,0.931,*79/H,0
877,Hal Trosky,1939,26,CLE,AL,122,512,448,89,150,31,4,25,104,52,2,28,1,10,,6,2,3,0.335,0.405,0.589,0.995,*3/H,0
878,Cy Williams,1926,38,PHI,NL,107,384,336,63,116,13,4,18,53,38,,35,4,6,,,2,,0.345,0.418,0.569,0.987,*9H,0
879,Hal Chase,1916,33,CIN,NL,142,572,542,66,184,29,12,4,82,19,,48,1,9,,,22,11,0.34,0.363,0.459,0.822,*3487/H,0
880,Topsy Hartsel,1903,29,PHA,AL,98,429,373,65,116,19,14,5,26,49,,39,0,6,,,13,,0.311,0.391,0.477,0.868,*7/8,0
881,Buck Freeman,1901,29,BOS,AL,129,548,490,88,166,23,15,12,114,44,,30,6,8,,,17,,0.339,0.4,0.52,0.92,*3/94,0
882,Mike Smith,1896,28,PIT,NL,122,572,484,121,175,21,14,6,94,74,,18,8,6,,,33,,0.362,0.454,0.5,0.954,*7,0
883,Tom McCreery,1896,21,LOU,NL,115,493,441,87,155,23,21,7,65,42,,58,1,9,,,26,,0.352,0.409,0.547,0.956,*9/841,0
884,John Morrill,1883,28,BSN,NL,97,419,404,83,129,33,16,6,68,15,,68,,,,,,,0.319,0.344,0.525,0.869,*3/85641,0
885,Michael Conforto,2020,27,NYM,NL,54,233,202,40,65,12,0,9,31,24,0,57,7,0,0,6,3,3,0.322,0.412,0.515,0.927,*9/HD,1
886,Carlos Beltran,2011,34,TOT,NL,142,598,520,78,156,39,6,22,84,71,7,88,3,0,4,18,4,2,0.3,0.385,0.525,0.91,*9/HD,1
887,David Ortiz,2011,35,BOS,AL,146,605,525,84,162,40,1,29,96,78,12,83,1,0,1,24,1,1,0.309,0.398,0.554,0.953,*D/H3,1
888,Vladimir Guerrero,2005,30,LAA,AL,141,594,520,95,165,29,2,32,108,61,26,48,8,0,5,16,13,1,0.317,0.394,0.565,0.959,*9D/H,1
889,Jim Thome,2003,32,PHI,NL,159,698,578,111,154,30,3,47,131,111,11,182,4,0,5,5,0,3,0.266,0.385,0.573,0.958,*3/HD,1
890,Shawn Green,2002,29,LAD,NL,158,685,582,110,166,31,1,42,114,93,22,112,5,0,5,26,8,5,0.285,0.385,0.558,0.944,*9/HD,1
891,Magglio Ordonez,2002,28,CHW,AL,153,654,590,116,189,47,1,38,135,53,2,77,7,0,3,21,7,5,0.32,0.381,0.597,0.978,*9/HD,1
892,Shawn Green,2001,28,LAD,NL,161,701,619,121,184,31,4,49,125,72,10,107,5,0,5,10,20,4,0.297,0.372,0.598,0.97,*9/83H,1
893,Ken Griffey Jr.,1996,26,SEA,AL,140,638,545,125,165,26,2,49,140,78,13,104,7,1,7,7,16,1,0.303,0.393,0.628,1.02,*8/D,1
894,Will Clark,1991,27,SFG,NL,148,622,565,84,170,32,7,29,116,51,12,91,2,0,4,5,4,2,0.301,0.359,0.536,0.895,*3/H,1
895,Pedro Guerrero,1987,31,LAD,NL,152,630,545,89,184,25,2,27,89,74,18,85,4,0,7,16,9,7,0.338,0.416,0.539,0.955,*73/H,1
896,Dave Winfield,1984,32,NYY,AL,141,626,567,106,193,34,4,19,100,53,9,71,0,0,6,14,6,4,0.34,0.393,0.515,0.908,*98/7H,1
897,Jim Rice,1979,26,BOS,AL,158,688,619,117,201,39,6,39,130,57,4,97,4,0,8,16,9,4,0.325,0.381,0.596,0.977,*7D/9H,1
898,Mike Schmidt,1979,29,PHI,NL,160,675,541,109,137,25,4,45,114,120,12,115,3,2,9,13,9,5,0.253,0.386,0.564,0.95,*5/H6,1
899,Boog Powell,1975,33,CLE,AL,134,502,435,64,129,18,0,27,86,59,5,72,1,1,6,5,1,3,0.297,0.377,0.524,0.901,*3H/D,1
900,Greg Luzinski,1975,24,PHI,NL,161,703,596,85,179,35,3,34,120,89,17,151,8,0,8,12,3,6,0.3,0.394,0.54,0.934,*7/H,1
901,Joe Morgan,1973,29,CIN,NL,157,698,576,116,167,35,2,26,82,111,3,61,4,3,4,12,67,15,0.29,0.406,0.493,0.899,*4/H,1
902,Tony Oliva,1971,32,MIN,AL,126,518,487,73,164,30,3,22,81,25,8,44,2,0,4,21,4,1,0.337,0.369,0.546,0.915,*9/H,1
903,Willie McCovey,1965,27,SFG,NL,160,639,540,93,149,17,4,39,92,88,5,118,6,2,3,8,0,4,0.276,0.382,0.539,0.92,*3/H,1
